AGE,STATUS,EDUCATION,YEARS,PROFESSION,CAPITALGAINS,CAPITALLOSS,HOURSPERWEEK,NATIVE,SALARYVALUE,ZODIAK
34,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,138.08,Libra
21,Private,HS-grad,9,Machine-op-inspct,273649,0,40,Peru,29.00,Scorpio
27,State-gov,Some-college,10,Exec-managerial,289461,0,40,United-States,164.60,Scorpio
57,Private,HS-grad,9,Craft-repair,0,0,40,United-States,113.94,Leo
22,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,23.21,Cancer
20,Private,Some-college,10,Adm-clerical,0,0,40,United-States,43.10,Cancer
49,Self-emp-inc,Some-college,10,Prof-specialty,0,0,40,United-States,184.40,Gemini
38,Private,HS-grad,9,Craft-repair,0,0,40,United-States,44.13,Pisces 
40,Private,Bachelors,13,Tech-support,0,0,40,United-States,24.04,Taurus
44,Private,HS-grad,9,Craft-repair,0,1485,40,Haiti,36.43,Virgo
37,Self-emp-not-inc,Some-college,10,Adm-clerical,0,0,40,United-States,14.25,Pisces 
57,Private,Masters,14,Prof-specialty,0,0,40,United-States,13.41,Gemini
56,Private,7th-8th,4,Other-service,0,0,40,United-States,11.59,Virgo
41,Private,Assoc-acdm,12,Prof-specialty,0,0,40,United-States,39.64,Gemini
50,Self-emp-not-inc,HS-grad,9,Other-service,0,0,40,South,32.20,Gemini
33,Private,9th,5,Machine-op-inspct,0,0,40,United-States,16.36,Gemini
29,Private,Masters,14,Sales,0,13520,40,United-States,40.44,Virgo
28,Federal-gov,Bachelors,13,Exec-managerial,5178,10703,40,United-States,429.08,Virgo
35,Private,10th,6,Machine-op-inspct,0,0,40,United-States,25.31,Taurus
36,Private,HS-grad,9,Craft-repair,223216,0,40,United-States,49.67,Scorpio
45,Private,Doctorate,16,Prof-specialty,0,3004,40,United-States,38.64,Cancer
30,Self-emp-not-inc,Assoc-acdm,12,Craft-repair,0,0,40,United-States,45.62,Libra
35,Self-emp-inc,HS-grad,9,Other-service,0,0,40,United-States,48.36,Leo
27,Private,Assoc-voc,11,Sales,261422,0,40,United-States,18.15,Scorpio
22,Private,HS-grad,9,Exec-managerial,0,0,40,Yugoslavia,27.96,Gemini
24,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,22.34,Aquarius
47,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,100.69,Aquarius
47,Private,Some-college,10,Exec-managerial,0,0,40,United-States,143.39,Pisces 
18,Private,11th,7,Other-service,0,0,40,United-States,25.57,Sagittarius
18,Private,Some-college,10,Adm-clerical,0,0,40,United-States,26.07,Pisces 
31,Local-gov,HS-grad,9,Protective-serv,0,0,40,United-States,62.42,Aquarius
43,Self-emp-not-inc,Masters,14,Other-service,0,0,40,United-States,45.96,Taurus
45,Private,HS-grad,9,Transport-moving,4064,0,40,United-States,488.00,Leo
39,Private,HS-grad,9,Transport-moving,0,0,40,United-States,24.44,Cancer
30,Private,Bachelors,13,Adm-clerical,0,0,40,United-States,24.16,Sagittarius
22,Private,Some-college,10,Adm-clerical,0,0,40,United-States,40.51,Capricorn
30,Self-emp-not-inc,HS-grad,9,Farming-fishing,213396,0,40,United-States,47.41,Scorpio
36,Private,Doctorate,16,Prof-specialty,0,0,40,United-States,127.72,Sagittarius
20,State-gov,Assoc-acdm,12,Prof-specialty,0,0,40,United-States,28.51,Capricorn
61,?,1st-4th,2,?,3942,0,40,Mexico,317.14,Taurus
27,Private,HS-grad,9,Transport-moving,0,1902,40,United-States,49.16,Gemini
59,Local-gov,Some-college,10,Exec-managerial,0,0,40,United-States,31.97,Capricorn
60,Private,HS-grad,9,Craft-repair,0,0,40,United-States,32.39,Cancer
43,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,26.23,Gemini
35,Private,HS-grad,9,Transport-moving,0,0,40,United-States,45.32,Gemini
40,Private,Bachelors,13,Adm-clerical,0,0,40,United-States,74.71,Leo
20,Private,11th,7,Handlers-cleaners,2961,0,40,United-States,457.77,Gemini
47,Private,Masters,14,Exec-managerial,0,12116,40,United-States,38.13,Virgo
40,Private,Assoc-acdm,12,Prof-specialty,0,0,40,United-States,12.46,Sagittarius
20,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,32.08,Pisces 
75,?,Some-college,10,?,0,0,40,United-States,38.65,Leo
25,Private,Some-college,10,Adm-clerical,0,0,40,United-States,47.17,Sagittarius
47,Private,Assoc-voc,11,Prof-specialty,0,0,40,United-States,111.69,Leo
29,Self-emp-not-inc,Assoc-acdm,12,Sales,0,0,40,United-States,122.15,Sagittarius
34,Private,HS-grad,9,Transport-moving,0,0,40,United-States,25.10,Leo
45,State-gov,Bachelors,13,Prof-specialty,0,11265,40,United-States,13.93,Virgo
23,Private,Some-college,10,Handlers-cleaners,2597,0,40,United-States,427.09,Capricorn
46,Private,Assoc-acdm,12,Adm-clerical,0,0,40,United-States,30.89,Cancer
41,State-gov,Some-college,10,Machine-op-inspct,0,0,40,United-States,34.83,Libra
29,Private,Bachelors,13,Prof-specialty,249614,0,40,United-States,133.58,Scorpio
17,Private,11th,7,Handlers-cleaners,0,0,40,United-States,42.31,Aquarius
39,Private,9th,5,Craft-repair,0,0,40,United-States,26.12,Capricorn
37,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,12.64,Cancer
34,Private,HS-grad,9,Machine-op-inspct,0,0,40,?,22.68,Sagittarius
20,Private,HS-grad,9,Craft-repair,0,0,40,United-States,42.24,Gemini
18,?,HS-grad,9,?,0,1602,40,United-States,23.71,Gemini
52,Private,Assoc-voc,11,Craft-repair,0,0,40,United-States,176.10,Libra
42,Local-gov,Assoc-acdm,12,Prof-specialty,0,0,40,United-States,13.98,Gemini
22,Private,5th-6th,3,Craft-repair,0,0,40,Mexico,22.97,Taurus
66,State-gov,Some-college,10,Exec-managerial,0,0,40,United-States,10.37,Gemini
35,Private,HS-grad,9,Transport-moving,0,0,40,United-States,24.61,Libra
40,Local-gov,Assoc-acdm,12,Prof-specialty,0,0,40,United-States,122.94,Libra
21,Private,HS-grad,9,Sales,211445,0,40,United-States,22.88,Scorpio
51,Local-gov,HS-grad,9,Protective-serv,0,0,40,United-States,38.67,Virgo
34,Private,10th,6,Craft-repair,0,0,40,United-States,12.49,Leo
24,Private,HS-grad,9,Craft-repair,0,0,40,United-States,47.46,Aquarius
43,Private,Bachelors,13,Adm-clerical,0,10788,40,United-States,17.81,Virgo
34,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,103.62,Sagittarius
42,Local-gov,Masters,14,Prof-specialty,240663,0,40,United-States,31.62,Scorpio
41,Private,Assoc-voc,11,Craft-repair,0,12790,40,United-States,23.00,Virgo
21,Private,HS-grad,9,Transport-moving,0,0,40,United-States,25.82,Libra
64,Local-gov,7th-8th,4,Protective-serv,0,0,40,United-States,12.95,Pisces 
24,Federal-gov,HS-grad,9,Adm-clerical,0,1974,40,United-States,11.74,Pisces 
23,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,33.69,Sagittarius
29,Private,HS-grad,9,Sales,0,0,40,United-States,39.70,Gemini
44,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,40,United-States,17.76,Taurus
28,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,37.58,Aquarius
33,Self-emp-inc,HS-grad,9,Sales,0,0,40,United-States,138.23,Cancer
35,Private,Some-college,10,Craft-repair,0,0,40,United-States,19.62,Taurus
41,Private,10th,6,Craft-repair,0,0,40,United-States,14.05,Aquarius
42,Private,Bachelors,13,Sales,0,0,40,United-States,105.66,Pisces 
51,Self-emp-not-inc,Some-college,10,Exec-managerial,0,0,40,United-States,182.82,Capricorn
32,Private,11th,7,Other-service,0,0,40,Jamaica,47.85,Capricorn
37,Private,HS-grad,9,Craft-repair,0,0,40,United-States,14.49,Taurus
18,Private,11th,7,Sales,0,0,40,United-States,47.36,Gemini
24,Private,Assoc-voc,11,Other-service,0,0,40,United-States,47.75,Pisces 
29,?,Some-college,10,?,0,0,40,United-States,44.21,Gemini
45,Private,Some-college,10,Adm-clerical,0,0,40,United-States,17.58,Leo
52,Federal-gov,Bachelors,13,Exec-managerial,0,0,40,United-States,198.35,Aquarius
35,Private,HS-grad,9,Other-service,0,0,40,United-States,43.87,Cancer
46,Self-emp-inc,Bachelors,13,Exec-managerial,0,0,40,United-States,15.05,Aquarius
63,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,142.47,Gemini
32,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,138.10,Taurus
24,Private,HS-grad,9,Other-service,594,0,40,United-States,34.74,Pisces 
72,?,Some-college,10,?,0,0,40,Canada,33.08,Gemini
35,?,Some-college,10,?,0,0,40,United-States,34.04,Capricorn
29,Private,Bachelors,13,Adm-clerical,0,0,40,United-States,26.59,Libra
35,Private,Bachelors,13,Exec-managerial,7688,0,40,United-States,464.90,Aquarius
70,Private,10th,6,Handlers-cleaners,0,0,40,United-States,24.16,Taurus
65,?,Bachelors,13,?,5556,0,40,United-States,457.38,Cancer
36,Private,HS-grad,9,Machine-op-inspct,276444,0,40,United-States,24.93,Scorpio
53,Private,HS-grad,9,Other-service,4386,0,40,United-States,471.98,Leo
49,Local-gov,HS-grad,9,Transport-moving,0,0,40,United-States,40.70,Taurus
60,Private,Prof-school,15,Exec-managerial,0,1902,40,United-States,353.59,Leo
18,Private,11th,7,Handlers-cleaners,0,0,40,United-States,27.92,Virgo
21,Private,Some-college,10,Other-service,0,0,40,Italy,47.74,Capricorn
42,Private,10th,6,Transport-moving,0,0,40,United-States,12.49,Virgo
25,State-gov,Masters,14,Prof-specialty,0,0,40,United-States,42.79,Taurus
32,Private,HS-grad,9,Craft-repair,0,0,40,United-States,11.12,Libra
25,Self-emp-inc,HS-grad,9,Sales,0,0,40,?,49.24,Capricorn
47,Private,Bachelors,13,Adm-clerical,269321,0,40,United-States,390.46,Scorpio
30,Private,Assoc-voc,11,Prof-specialty,0,0,40,United-States,31.01,Aquarius
21,?,Assoc-acdm,12,?,0,0,40,United-States,46.17,Gemini
38,Self-emp-not-inc,Bachelors,13,Farming-fishing,0,0,40,United-States,18.55,Capricorn
34,Private,HS-grad,9,Transport-moving,0,2051,40,United-States,25.07,Virgo
37,Private,Assoc-acdm,12,Other-service,0,0,40,United-States,38.04,Pisces 
56,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,39.84,Cancer
52,State-gov,Assoc-voc,11,Exec-managerial,0,0,40,United-States,35.50,Libra
23,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,47.77,Sagittarius
29,State-gov,HS-grad,9,Protective-serv,0,0,40,United-States,14.30,Cancer
45,Private,HS-grad,9,Craft-repair,0,0,40,United-States,146.16,Sagittarius
23,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,27.09,Gemini
45,Private,Masters,14,Exec-managerial,283466,0,40,United-States,144.21,Scorpio
30,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,26.95,Capricorn
45,Private,Bachelors,13,Sales,0,0,40,United-States,42.73,Aquarius
26,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,47.93,Leo
23,Private,Some-college,10,Machine-op-inspct,0,0,40,United-States,14.05,Sagittarius
24,Private,Some-college,10,Other-service,0,0,40,?,28.32,Capricorn
43,Private,Masters,14,Exec-managerial,4934,0,40,United-States,304.00,Capricorn
42,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,18.73,Aquarius
72,Private,Some-college,10,Adm-clerical,0,0,40,United-States,21.44,Cancer
21,?,Some-college,10,?,0,0,40,United-States,12.46,Pisces 
57,Private,Bachelors,13,Exec-managerial,15024,0,40,United-States,482.72,Libra
24,Private,Bachelors,13,Sales,0,0,40,United-States,36.52,Libra
27,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,17.30,Pisces 
54,Private,HS-grad,9,Sales,0,0,40,United-States,20.63,Sagittarius
42,Local-gov,HS-grad,9,Exec-managerial,0,0,40,United-States,165.76,Pisces 
17,Private,9th,5,Other-service,0,0,40,United-States,10.36,Pisces 
48,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,108.58,Taurus
39,Private,Bachelors,13,Sales,0,0,40,United-States,21.96,Sagittarius
41,Self-emp-inc,Bachelors,13,Exec-managerial,7688,0,40,United-States,392.95,Aquarius
50,Private,7th-8th,4,Other-service,0,0,40,?,22.03,Libra
57,Private,HS-grad,9,Transport-moving,0,0,40,United-States,33.73,Pisces 
44,Local-gov,Doctorate,16,Prof-specialty,0,11995,40,United-States,183.05,Virgo
20,?,HS-grad,9,?,0,0,40,United-States,24.56,Cancer
49,Private,HS-grad,9,Sales,0,0,40,United-States,45.17,Gemini
44,Private,Assoc-acdm,12,Prof-specialty,1151,0,40,United-States,403.51,Leo
42,Private,Assoc-voc,11,Craft-repair,0,10930,40,United-States,21.64,Virgo
18,?,Some-college,10,?,0,0,40,United-States,17.48,Capricorn
18,Private,12th,8,Other-service,0,0,40,United-States,23.09,Libra
51,Private,HS-grad,9,Tech-support,0,0,40,United-States,20.82,Cancer
28,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,33.35,Pisces 
39,Private,Assoc-acdm,12,Exec-managerial,15024,0,40,United-States,465.27,Leo
25,Private,HS-grad,9,Sales,0,0,40,United-States,16.91,Virgo
41,Private,Prof-school,15,Prof-specialty,0,1977,40,United-States,940.04,Taurus
39,Private,Some-college,10,Sales,0,0,40,United-States,191.90,Aquarius
42,Self-emp-not-inc,11th,7,Other-service,0,0,40,United-States,10.78,Libra
33,Private,HS-grad,9,Adm-clerical,0,1617,40,United-States,28.99,Aquarius
63,?,10th,6,?,0,0,40,United-States,44.96,Taurus
47,Private,Some-college,10,Sales,0,0,40,United-States,12.74,Sagittarius
27,Local-gov,Bachelors,13,Protective-serv,0,10482,40,United-States,21.29,Virgo
39,Private,Masters,14,Exec-managerial,0,1848,40,United-States,379.99,Cancer
20,Private,Some-college,10,Farming-fishing,0,0,40,United-States,28.78,Libra
49,Private,HS-grad,9,Other-service,0,0,40,United-States,45.10,Gemini
70,?,HS-grad,9,?,0,0,40,United-States,28.61,Pisces 
46,Private,HS-grad,9,Handlers-cleaners,0,1740,40,United-States,40.65,Sagittarius
47,Private,HS-grad,9,Sales,0,0,40,United-States,197.46,Sagittarius
35,Private,9th,5,Craft-repair,0,0,40,United-States,47.41,Capricorn
24,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,12.61,Pisces 
22,?,Some-college,10,?,0,0,40,United-States,21.35,Taurus
43,Private,Bachelors,13,Other-service,0,0,40,United-States,37.88,Leo
60,Local-gov,Masters,14,Prof-specialty,0,0,40,?,138.54,Taurus
53,Private,11th,7,Machine-op-inspct,0,0,40,United-States,180.64,Sagittarius
47,Private,Some-college,10,Exec-managerial,0,0,40,United-States,16.00,Sagittarius
34,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,39.18,Sagittarius
37,Private,Assoc-voc,11,Other-service,0,11323,40,United-States,24.34,Virgo
35,Private,HS-grad,9,Other-service,0,0,40,United-States,35.44,Pisces 
23,Private,Some-college,10,Exec-managerial,223218,0,40,United-States,38.77,Scorpio
27,?,HS-grad,9,?,0,0,40,United-States,30.37,Libra
29,Private,HS-grad,9,Transport-moving,0,0,40,United-States,19.08,Aquarius
23,Private,Some-college,10,Craft-repair,0,0,40,United-States,39.39,Sagittarius
35,Private,HS-grad,9,Other-service,0,0,40,United-States,28.29,Gemini
18,?,HS-grad,9,?,0,0,40,United-States,18.18,Taurus
27,Local-gov,Bachelors,13,Prof-specialty,228217,0,40,United-States,40.25,Scorpio
56,?,Some-college,10,?,0,0,40,United-States,25.49,Virgo
40,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,13.55,Leo
31,Private,Bachelors,13,Sales,0,0,40,United-States,10.75,Capricorn
18,Private,Some-college,10,Sales,2176,0,40,United-States,430.04,Pisces 
25,Private,Assoc-acdm,12,Prof-specialty,0,0,40,United-States,31.70,Capricorn
36,Private,Some-college,10,Protective-serv,0,0,40,United-States,21.54,Aquarius
38,Private,10th,6,Craft-repair,0,0,40,United-States,46.77,Pisces 
52,Private,HS-grad,9,Craft-repair,0,0,40,United-States,31.79,Taurus
23,Private,HS-grad,9,Other-service,0,0,40,Mexico,46.52,Leo
48,Self-emp-not-inc,Some-college,10,Exec-managerial,0,0,40,United-States,91.62,Taurus
34,?,HS-grad,9,?,0,0,40,United-States,49.70,Libra
46,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,166.52,Leo
26,Private,HS-grad,9,Protective-serv,0,0,40,United-States,21.76,Sagittarius
47,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,25.30,Virgo
21,?,Some-college,10,?,0,0,40,United-States,34.67,Gemini
65,Private,Bachelors,13,Prof-specialty,6723,0,40,United-States,350.52,Cancer
31,Local-gov,HS-grad,9,Transport-moving,0,0,40,United-States,43.56,Leo
38,Private,HS-grad,9,Exec-managerial,7688,0,40,United-States,441.01,Pisces 
68,Private,HS-grad,9,Exec-managerial,233087,0,40,United-States,17.91,Scorpio
26,Private,Bachelors,13,Adm-clerical,0,0,40,Hong,19.49,Taurus
42,Private,HS-grad,9,Other-service,224215,0,40,United-States,44.65,Scorpio
49,Private,HS-grad,9,Craft-repair,0,0,40,United-States,184.77,Leo
42,Private,Bachelors,13,Adm-clerical,0,1887,40,Philippines,428.59,Aquarius
39,Private,Masters,14,Exec-managerial,7688,0,40,United-States,378.98,Pisces 
31,Self-emp-not-inc,9th,5,Craft-repair,0,0,40,United-States,49.93,Aquarius
28,State-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,36.52,Leo
36,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,45.70,Gemini
42,State-gov,Some-college,10,Exec-managerial,0,0,40,United-States,164.89,Pisces 
62,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,31.53,Capricorn
21,Private,HS-grad,9,Farming-fishing,0,0,40,United-States,24.30,Libra
21,Private,Some-college,10,Adm-clerical,0,0,40,Cuba,10.50,Capricorn
60,?,HS-grad,9,?,276984,0,40,United-States,36.73,Scorpio
22,Private,Some-college,10,Other-service,0,0,40,United-States,18.46,Capricorn
30,Private,10th,6,Craft-repair,0,0,40,United-States,13.55,Pisces 
64,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,24.37,Cancer
28,Private,Bachelors,13,Exec-managerial,15024,0,40,United-States,320.99,Sagittarius
41,Self-emp-not-inc,Assoc-acdm,12,Craft-repair,0,1887,40,United-States,58.96,Taurus
25,Private,HS-grad,9,Craft-repair,0,0,40,United-States,37.46,Gemini
27,Private,HS-grad,9,Farming-fishing,0,0,40,United-States,32.86,Sagittarius
40,Private,Assoc-acdm,12,Tech-support,0,0,40,United-States,47.24,Taurus
58,Private,Some-college,10,Exec-managerial,268242,0,40,United-States,184.26,Scorpio
31,Private,Prof-school,15,Prof-specialty,0,0,40,United-States,29.80,Taurus
50,Local-gov,HS-grad,9,Transport-moving,0,0,40,United-States,16.41,Aquarius
27,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,27.09,Aquarius
31,?,HS-grad,9,?,0,0,40,United-States,18.46,Gemini
50,Private,Bachelors,13,Sales,0,12135,40,United-States,21.99,Virgo
45,Private,HS-grad,9,Protective-serv,0,0,40,United-States,172.99,Aquarius
33,Private,12th,8,Protective-serv,240412,0,40,United-States,10.51,Scorpio
62,Private,Some-college,10,Adm-clerical,0,1974,40,United-States,42.54,Cancer
38,Private,HS-grad,9,Craft-repair,0,2051,40,Poland,13.92,Sagittarius
19,Private,Some-college,10,Other-service,0,0,40,United-States,20.42,Pisces 
30,Private,11th,7,Other-service,0,0,40,United-States,11.08,Capricorn
38,Private,Some-college,10,Sales,0,0,40,United-States,12.60,Gemini
42,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,40,United-States,16.25,Cancer
49,Self-emp-inc,Some-college,10,Sales,0,0,40,United-States,34.67,Leo
53,Private,Masters,14,Exec-managerial,0,13810,40,United-States,211.01,Virgo
45,Local-gov,Some-college,10,Craft-repair,0,1887,40,Mexico,393.29,Aquarius
24,Private,Some-college,10,Adm-clerical,0,0,40,United-States,45.84,Leo
29,Private,Assoc-voc,11,Adm-clerical,0,0,40,United-States,11.65,Cancer
24,Private,Some-college,10,Sales,5060,0,40,United-States,303.99,Leo
38,Federal-gov,Bachelors,13,Prof-specialty,0,0,40,?,124.53,Sagittarius
25,Self-emp-inc,Assoc-voc,11,Transport-moving,0,0,40,United-States,48.60,Sagittarius
51,State-gov,10th,6,Craft-repair,0,0,40,United-States,12.53,Cancer
17,?,11th,7,?,0,0,40,United-States,25.93,Libra
19,Private,Some-college,10,Adm-clerical,0,0,40,United-States,47.50,Sagittarius
38,Private,Some-college,10,Craft-repair,0,0,40,United-States,164.57,Taurus
60,Private,HS-grad,9,Other-service,0,0,40,United-States,21.99,Libra
29,Self-emp-not-inc,HS-grad,9,Sales,0,0,40,United-States,19.30,Sagittarius
66,?,Some-college,10,?,0,4356,40,United-States,38.70,Virgo
28,Federal-gov,10th,6,Other-service,0,0,40,United-States,19.12,Cancer
36,Private,HS-grad,9,Prof-specialty,0,0,40,Ecuador,107.28,Gemini
57,?,HS-grad,9,?,0,0,40,Columbia,29.82,Cancer
24,Private,Assoc-acdm,12,Craft-repair,0,0,40,United-States,42.64,Sagittarius
43,Private,Assoc-acdm,12,Adm-clerical,0,0,40,United-States,12.84,Pisces 
29,Self-emp-inc,Prof-school,15,Prof-specialty,0,0,40,United-States,162.15,Aquarius
67,Self-emp-not-inc,Prof-school,15,Prof-specialty,20051,11038,40,United-States,395.19,Virgo
20,Private,HS-grad,9,Protective-serv,0,0,40,United-States,40.17,Gemini
21,Private,Some-college,10,Other-service,0,0,40,United-States,23.18,Cancer
20,Private,10th,6,Handlers-cleaners,0,0,40,United-States,31.82,Gemini
42,Private,Assoc-acdm,12,Exec-managerial,0,0,40,United-States,131.36,Taurus
20,Private,Some-college,10,Other-service,0,0,40,United-States,42.57,Gemini
19,Local-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,26.70,Leo
34,Private,HS-grad,9,Craft-repair,0,0,40,United-States,17.04,Gemini
40,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,38.66,Capricorn
33,Private,Some-college,10,Other-service,0,0,40,United-States,35.70,Pisces 
36,Private,Some-college,10,Craft-repair,0,0,40,United-States,18.44,Taurus
43,Private,Assoc-acdm,12,Craft-repair,0,2444,40,United-States,819.62,Aquarius
41,Local-gov,HS-grad,9,Other-service,0,0,40,United-States,32.58,Taurus
34,State-gov,HS-grad,9,Tech-support,0,0,40,United-States,163.53,Capricorn
33,Private,Assoc-acdm,12,Sales,0,13944,40,Japan,136.06,Virgo
47,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,43.43,Leo
41,Private,1st-4th,2,Sales,0,0,40,Mexico,47.38,Aquarius
40,Private,HS-grad,9,Craft-repair,0,0,40,United-States,115.24,Leo
28,Private,Bachelors,13,Craft-repair,0,0,40,United-States,12.85,Cancer
62,Self-emp-not-inc,HS-grad,9,Sales,0,0,40,United-States,190.44,Aquarius
29,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,45.98,Aquarius
46,Private,Some-college,10,Adm-clerical,0,0,40,United-States,43.62,Pisces 
28,Private,HS-grad,9,Other-service,0,0,40,United-States,12.93,Aquarius
57,Federal-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,38.31,Cancer
22,Private,Some-college,10,Sales,0,0,40,United-States,18.86,Capricorn
28,Local-gov,Assoc-acdm,12,Adm-clerical,0,0,40,United-States,33.86,Capricorn
24,Private,Bachelors,13,Adm-clerical,0,0,40,United-States,19.35,Capricorn
54,Self-emp-not-inc,Bachelors,13,Farming-fishing,27828,0,40,United-States,445.46,Leo
22,Private,11th,7,Craft-repair,0,0,40,United-States,41.49,Leo
36,State-gov,Bachelors,13,Protective-serv,0,0,40,United-States,15.73,Cancer
50,Private,Some-college,10,Adm-clerical,0,0,40,United-States,42.67,Taurus
18,Private,11th,7,Handlers-cleaners,0,0,40,United-States,13.01,Sagittarius
52,State-gov,Assoc-acdm,12,Sales,0,0,40,United-States,107.22,Libra
41,Private,7th-8th,4,Other-service,0,0,40,?,14.89,Pisces 
21,?,HS-grad,9,?,0,0,40,United-States,49.81,Leo
36,Private,Bachelors,13,Sales,0,1741,40,United-States,46.05,Taurus
34,Self-emp-not-inc,Bachelors,13,Prof-specialty,0,0,40,United-States,135.11,Taurus
21,Private,Assoc-voc,11,Craft-repair,0,0,40,United-States,45.34,Cancer
46,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,17.15,Capricorn
57,?,Some-college,10,?,0,0,40,United-States,40.91,Aquarius
61,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,27.83,Libra
22,State-gov,Some-college,10,Transport-moving,0,0,40,United-States,48.73,Virgo
33,?,11th,7,?,0,0,40,United-States,22.59,Virgo
36,State-gov,Prof-school,15,Prof-specialty,15024,13450,40,United-States,392.87,Virgo
43,Local-gov,Masters,14,Prof-specialty,914,0,40,United-States,37.80,Taurus
25,Private,Assoc-acdm,12,Adm-clerical,0,0,40,India,103.78,Cancer
17,Private,10th,6,Priv-house-serv,0,0,40,United-States,23.30,Capricorn
45,Private,Assoc-voc,11,Craft-repair,4386,0,40,United-States,468.64,Gemini
30,Private,Prof-school,15,Prof-specialty,0,13082,40,United-States,31.79,Virgo
40,Private,Masters,14,Prof-specialty,0,0,40,United-States,35.58,Libra
31,Local-gov,Masters,14,Exec-managerial,0,0,40,United-States,12.36,Aquarius
42,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,182.08,Gemini
53,Private,HS-grad,9,Craft-repair,0,0,40,United-States,130.38,Libra
37,Private,1st-4th,2,Transport-moving,0,0,40,Cuba,25.13,Capricorn
37,State-gov,HS-grad,9,Other-service,0,0,40,United-States,45.94,Leo
54,Private,Some-college,10,Sales,0,0,40,United-States,173.69,Sagittarius
36,Private,HS-grad,9,Other-service,0,0,40,United-States,21.51,Sagittarius
46,Private,Some-college,10,Adm-clerical,0,0,40,United-States,33.89,Aquarius
46,Private,Bachelors,13,Sales,0,0,40,United-States,29.93,Leo
32,Private,9th,5,Transport-moving,273039,0,40,United-States,24.72,Scorpio
17,Private,11th,7,Craft-repair,594,0,40,United-States,17.80,Sagittarius
42,State-gov,Bachelors,13,Prof-specialty,0,13560,40,United-States,39.36,Virgo
37,Local-gov,HS-grad,9,Craft-repair,288862,0,40,United-States,18.50,Scorpio
29,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,32.60,Taurus
54,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,129.68,Aquarius
38,Private,12th,8,Craft-repair,0,0,40,United-States,17.20,Leo
46,Local-gov,HS-grad,9,Transport-moving,0,0,40,United-States,49.07,Capricorn
24,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,14.69,Gemini
57,Private,1st-4th,2,Handlers-cleaners,0,0,40,Portugal,21.83,Taurus
59,Private,1st-4th,2,Machine-op-inspct,0,0,40,United-States,19.72,Leo
33,Private,Bachelors,13,Exec-managerial,0,13439,40,United-States,141.25,Virgo
35,Private,HS-grad,9,Other-service,0,1594,40,United-States,16.91,Capricorn
53,Private,HS-grad,9,Machine-op-inspct,2829,0,40,United-States,398.79,Leo
26,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,44.02,Libra
55,Self-emp-not-inc,Masters,14,Sales,2228,0,40,United-States,356.91,Taurus
46,Private,HS-grad,9,Other-service,289084,0,40,Jamaica,30.83,Scorpio
44,State-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,164.85,Cancer
30,Self-emp-not-inc,Assoc-voc,11,Sales,3137,0,40,Germany,434.41,Taurus
